ตำแหน่ง,กลุ่ม,ลำดับ,ชื่อวิชา/หัวข้อ,ประเภทที่ต้องตรวจ,สถานะลิงก์คลิปในชีต,สถานะเอกสาร,ลิงก์โพสต์/กลุ่มในชีต,ลงคลิป(คอลัมน์ชีต),มีคลิปในเครื่อง?,ระดับการจับคู่,คะแนน,คลิปที่น่าจะตรงที่สุด,path คลิป,คำที่เจอ,ปีในคลิป,หมายเหตุ,อัปเดตล่าสุด
กรม ปภ. เจ้าพนักงานการเงินและบัญชี,กรม ปภ. เจ้าพนักงานการเงินและบัญชี,2.3,พระราชบัญญัติ วินัยการเงินการคลังของรัฐ พ.ศ. 2561,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/839569219190554/announcements?locale=th_TH,,มี,ตรงมาก,100,พระราชบัญญัติวินัยการเงินการคลังของรัฐ พ ศ  2561.mp4,D:\ตัดแล้ว\การเงิน\พระราชบัญญัติวินัยการเงินการคลังของรัฐ พ ศ 2561\พระราชบัญญัติวินัยการเงินการคลังของรัฐ พ ศ  2561.mp4,วินัยการเงินการคลังของรัฐ | 2561,2561,,
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,2.2,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการบริหารระบบการเตือนภัยพิบัติแห่งชาติ พ.ศ. 2552 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,2.4,ระเบียบสำนักนายกรัฐมนตรี/กระทรวงมหาดไทย ว่าด้วยกิจการอาสาสมัครป้องกันภัยฝ่ายพลเรือน (อปพร.),ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,47,07 - ระเบียบสำนักนายกรัฐมนตรีว่าด้วยงานสารบรรณ พ.ศ. 2526 และที่แก้ไขเพิ่มเติม.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\07 - ระเบียบสำนักนายกรัฐมนตรีว่าด้วยงานสารบรรณ พ.ศ. 2526 และที่แก้ไขเพิ่มเติม.mp4,ระเบียบสำนักนายกรัฐมนตรี | สำนักนายกรัฐมนตรี,2526,,
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,3.1,ความรู้เกี่ยวกับโครงสร้างและภารกิจของ กรมป้องกันและบรรเทาสาธารณภัย,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,อ.แจ้,
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,3.2,ความรู้เกี่ยวกับสถานการณ์สาธารณภัย การบริหารจัดการสาธารณภัยของประเทศไทย และของโลก,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,3.3,ความรู้ด้านการเมือง เศรษฐกิจ สังคม และการงบประมาณ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,42,การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,D:\ตัดแล้ว\ลงแล้ว\การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,งบประมาณ | งบ | บริหารงบประมาณ | การบริหารงบประมาณ,,,
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,4.1,พ.ร.บ. วิธีการงบประมาณ พ.ศ. 2561,ช่องสถานะว่าง,(ว่าง),,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,มี,น่าจะตรง,56,พระราชบัญญัติวิธีการงบประมาณ พ.ศ. 2561.mp4,D:\ตัดแล้ว\งบประมาณ\พระราชบัญญัติวิธีการงบประมาณ พ.ศ. 2561\พระราชบัญญัติวิธีการงบประมาณ พ.ศ. 2561.mp4,วิธีการงบประมาณ | 2561 | งบประมาณ | งบ,2561,,
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,4.2,ระเบียบกระทรวงการคลังว่าด้วยการเบิกเงินจากคลัง การรับเงิน การจ่ายเงิน การเก็บ รักษาเงิน และการนำเงินส่งคลัง พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ช่องสถานะว่าง,(ว่าง),ลงลิงก์แล้ว,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,2026-06-09T17:51:05.856Z
กรม ปภ. นักวิเคราะห์นโยบายและแผน,กรม ปภ. นักวิเคราะห์นโยบายและแผน,4.3,ระเบียบกระทรวงการคลังว่าด้วยเงินทดรองราชการเพื่อช่วยเหลือผู้ประสบภัยพิบัติ กรณีฉุกเฉิน พ.ศ. 2568,ช่องสถานะว่าง,(ว่าง),,https://www.facebook.com/groups/956605053931608/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเงินและบัญชี,กรม ปภ. นักวิชาการเงินและบัญชี,1.6,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการบริหารระบบการเตือนภัยพิบัติแห่งชาติ พ.ศ. 2552 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/1473079857791274/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเงินและบัญชี,กรม ปภ. นักวิชาการเงินและบัญชี,1.8,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการป้องกันอุบัติภัยแห่งชาติ พ.ศ. 2564,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1473079857791274/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเงินและบัญชี,กรม ปภ. นักวิชาการเงินและบัญชี,1.9,ระเบียบกระทรวงมหาดไทยว่าด้วยกิจการอาสาสมัครป้องกันภัยฝ่ายพลเรือน พ.ศ. 2553 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1473079857791274/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเงินและบัญชี,กรม ปภ. นักวิชาการเงินและบัญชี,2.6,ระเบียบกระทรวงการคลังว่าด้วยเงินทดรองราชการเพื่อช่วยเหลือผู้ประสบภัยพิบัติ กรณีฉุกเฉิน พ.ศ. 2568,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1473079857791274/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเงินและบัญชี,กรม ปภ. นักวิชาการเงินและบัญชี,3,ความรู้เกี่ยวกับสถานการณ์สาธารณภัย การบริหารจัดการสาธารณภัยของประเทศไทย และของโลก,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1473079857791274/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเงินและบัญชี,กรม ปภ. นักวิชาการเงินและบัญชี,4,ความรู้เกี่ยวกับการเมือง เศรษฐกิจและสังคม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1473079857791274/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,40,EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,D:\ตัดแล้ว\ความรู้ด้านการเมือง การปกครอง และการบริหารราชการ\EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,การเมือง,,,
กรม ปภ. นักวิชาการเงินและบัญชี,กรม ปภ. นักวิชาการเงินและบัญชี,6,ความรู้เกี่ยวกับกรมป้องกันและบรรเทาสาธารณภัย,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1473079857791274/announcements?locale=th_TH,ยังไม่สอน,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,อ.ลูกจันทร์,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,6,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการบริหารระบบการเตือนภัยพิบัติแห่งชาติ พ.ศ. 2552 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/848235177881326/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,8,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการป้องกันอุบัติภัยแห่งชาติ พ.ศ. 2564,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/848235177881326/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,9,ระเบียบกระทรวงมหาดไทยว่าด้วยกิจการอาสาสมัครป้องกันภัยฝ่ายพลเรือน พ.ศ. 2553 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/848235177881326/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,12,ความรู้เกี่ยวกับสถานการณ์สาธารณภัย การบริหารจัดการสาธารณภัยของประเทศไทยและของโลก,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/848235177881326/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,13,ความรู้เกี่ยวกับการเมือง เศรษฐกิจและสังคม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/848235177881326/announcements,,มี,มีคลิปใกล้เคียง ต้องตรวจ,40,EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,D:\ตัดแล้ว\ความรู้ด้านการเมือง การปกครอง และการบริหารราชการ\EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,การเมือง,,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,14,ความรู้ทางด้านภาษาอังกฤษ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/848235177881326/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,15,ความรู้เกี่ยวกับกรมป้องกันและบรรเทาสาธารณภัย,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/848235177881326/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,16,การเผยแพร่และประชาสัมพันธ์ การสื่อสารและจัดการข้อมูลข่าวสารในภาวะฉุกเฉิน การผลิตสื่อ การวางแผนเชิงกลยุทธ์ การบริหารแผนงาน/โครงการ/กิจกรรม การใช้เทคโนโลยีดิจิทัล คอมพิวเตอร์ และอุปกรณ์สำนักงาน/กลยุทธ์การสื่อสารออนไลน์หรือดิจิทัล การเลือกใช้โซเชียลมีเดีย,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/848235177881326/announcements,,มี,น่าจะตรง,55,คลิปหลัก - พระราชบัญญัติ ว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ. 2550 และที่แก้ไขเพิ่มเติม.mp4,D:\ตัดแล้ว\พฤษภา 69\27052026\สปสธ จพน การเงิน\09 พระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ. 2550 และที่แก้ไขเพิ\คลิปหลัก - พระราชบัญญัติ ว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ. 2550 และที่แก้ไขเพิ่มเติม.mp4,คอมพิวเตอร์ | กระทำความผิดเกี่ยวกับคอมพิวเตอร์ | กระทำความผิดคอมพิวเตอร์ | ความผิดเกี่ยวกับคอมพิวเตอร์ | ความผิดคอมพิวเตอร์ | คอม | 2550,2550,,
กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ,กรม ปภ. นักวิชาการเผยแพร่ปฏิบัติการ By ซุนวู,20,ระเบียบกระทรวงการคลังว่าด้วยเงินทดรองราชการเพื่อช่วยเหลือผู้ประสบภัยพิบัติกรณีฉุกเฉิน พ.ศ. 2568,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/848235177881326/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,1,ความรู้เกี่ยวกับระเบียบ กฎหมายทั่วไป และกฎหมายที่เกี่ยวข้องกับกรมป้องกันและบรรเทาสาธารณภัย,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2216206602465029,,มี,ตรงมาก,96,ความรู้ทั่วไปเกี่ยวกับสังคม เศรษฐกิจ วัฒนธรรม ประ.mp4,D:\ตัดแล้ว\ลงแล้ว\ความรู้ทั่วไปเกี่ยวกับสังคม เศรษฐกิจ วัฒนธรรม ประ.mp4,ความรู้เกี่ยวกับระเบียบ | กฎหมายทั่วไป | ทั่วไป,,,2026-06-02T06:13:55.144Z
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,7,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการบริหารระบบการเตือนภัยพิบัติแห่งชาติ พ.ศ. 2552 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/2216206602465029,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,9,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการป้องกันอุบัติภัยแห่งชาติ พ.ศ. 2564,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,10,ระเบียบกระทรวงมหาดไทยว่าด้วยกิจการอาสาสมัครป้องกันภัยฝ่ายพลเรือน พ.ศ. 2553 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,12,ความรู้เกี่ยวกับการงบประมาณ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,มี,มีคลิปใกล้เคียง ต้องตรวจ,45,การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,D:\ตัดแล้ว\ลงแล้ว\การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,งบประมาณ | งบ | บริหารงบประมาณ | การบริหารงบประมาณ,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,13,ความรู้เกี่ยวกับสถานการณ์สาธารณภัย การบริหารจัดการสาธารณภัยของประเทศไทยและของโลก,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,14,ความรู้เกี่ยวกับการเมือง เศรษฐกิจและสังคม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,มี,มีคลิปใกล้เคียง ต้องตรวจ,40,EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,D:\ตัดแล้ว\ความรู้ด้านการเมือง การปกครอง และการบริหารราชการ\EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,การเมือง,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,15,ความรู้ทางด้านภาษาอังกฤษ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,16,ความรู้เกี่ยวกับกรมป้องกันและบรรเทาสาธารณภัย,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,17,ความรู้เกี่ยวกับการบริหารพัสดุภาครัฐ ระบบการจัดซื้อจัดจ้างภาครัฐด้วยอิเล็กทรอนิกส์ (e-GP) การบริหารความเสี่ยง การบริหารจัดการสำนักงาน การใช้เทคโนโลยีดิจิทัล คอมพิวเตอร์ และอุปกรณ์สำนักงาน,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2216206602465029,,มี,น่าจะตรง,63,คลิปหลัก - พระราชบัญญัติ ว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ. 2550 และที่แก้ไขเพิ่มเติม.mp4,D:\ตัดแล้ว\พฤษภา 69\27052026\สปสธ จพน การเงิน\09 พระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ. 2550 และที่แก้ไขเพิ\คลิปหลัก - พระราชบัญญัติ ว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ. 2550 และที่แก้ไขเพิ่มเติม.mp4,คอมพิวเตอร์ | กระทำความผิดเกี่ยวกับคอมพิวเตอร์ | กระทำความผิดคอมพิวเตอร์ | ความผิดเกี่ยวกับคอมพิวเตอร์ | ความผิดคอมพิวเตอร์ | คอม | 2550,2550,,
กรม ปภ. นักวิชาการพัสดุ,กรม ปภ. นักวิชาการพัสดุปฏิบัติการ By ซุนวู,23,ระเบียบกระทรวงการคลังว่าด้วยเงินทดรองราชการเพื่อช่วยเหลือผู้ประสบภัยพิบัติกรณีฉุกเฉิน พ.ศ. 2568,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2216206602465029,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.2.3,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการบริหารระบบการเตือนภัยพิบัติแห่งชาติ พ.ศ. 2552 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.2.5,ระเบียบสำนักนายกรัฐมนตรี/กระทรวงมหาดไทย ว่าด้วยกิจการอาสาสมัครป้องกันภัยฝ่ายพลเรือน (อปพร.),ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,47,07 - ระเบียบสำนักนายกรัฐมนตรีว่าด้วยงานสารบรรณ พ.ศ. 2526 และที่แก้ไขเพิ่มเติม.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\07 - ระเบียบสำนักนายกรัฐมนตรีว่าด้วยงานสารบรรณ พ.ศ. 2526 และที่แก้ไขเพิ่มเติม.mp4,ระเบียบสำนักนายกรัฐมนตรี | สำนักนายกรัฐมนตรี,2526,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.2.6,ระเบียบกระทรวงการคลังว่าด้วยเงินทดรองราชการเพื่อช่วยเหลือผู้ประสบภัยพิบัติกรณีฉุกเฉิน พ.ศ. 2568,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.3,ความรู้เกี่ยวกับการงบประมาณ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,45,การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,D:\ตัดแล้ว\ลงแล้ว\การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,งบประมาณ | งบ | บริหารงบประมาณ | การบริหารงบประมาณ,,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.3.1,พ.ร.บ. วิธีการงบประมาณ พ.ศ. 2561,ช่องสถานะว่าง,(ว่าง),,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,มี,น่าจะตรง,56,พระราชบัญญัติวิธีการงบประมาณ พ.ศ. 2561.mp4,D:\ตัดแล้ว\งบประมาณ\พระราชบัญญัติวิธีการงบประมาณ พ.ศ. 2561\พระราชบัญญัติวิธีการงบประมาณ พ.ศ. 2561.mp4,วิธีการงบประมาณ | 2561 | งบประมาณ | งบ,2561,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.3.2,ระเบียบกระทรวงการคลังว่าด้วยการเบิกเงินจากคลัง การรับเงิน การจ่ายเงิน การเก็บ รักษาเงิน และการนำเงินส่งคลัง พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ช่องสถานะว่าง,(ว่าง),ลงลิงก์แล้ว,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,2026-06-09T17:50:36.849Z
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.4,ความรู้เกี่ยวกับสถานการณ์สาธารณภัย การบริหารจัดการสาธารณภัยของประเทศไทย และของโลก,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.5,ความรู้เกี่ยวกับการเมือง เศรษฐกิจและสังคม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,40,EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,D:\ตัดแล้ว\ความรู้ด้านการเมือง การปกครอง และการบริหารราชการ\EP 2 - ความรู้ด้านการเมือง การปกครอง และการบริหารร.mp4,การเมือง,,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,1.7,ความรู้เกี่ยวกับกรมป้องกันและบรรเทาสาธารณภัย,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,ยังไม่สอน,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,อ.ลูกจันทร์,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,2.2,ประมวลกฎหมายวิธีพิจารณาความอาญา (อ.บับเบิ้ล),ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
กรม ปภ. นิติกร,กรม ปภ. นิติกร,2.3,ประมวลกฎหมายแพ่งและพาณิชย์ (อ.ฟิล์ม),ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/2731761870527884/announcements?locale=th_TH,,มี,น่าจะตรง,57,ประมวลกฎหมายแพ่งและพาณิชย์ มูลนิธิและสมาคม (บรรพ 1 ) EP_2.mp4,D:\ตัดแล้ว\กฎหมายแพ่ง\ประมวลกฎหมายแพ่ง\บรรพ 1\ประมวลกฎหมายแพ่งและพาณิชย์ มูลนิธิและสมาคม (บรรพ 1 ) EP_2.mp4,ประมวลกฎหมายแพ่งและพาณิชย์,,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,1,ความรู้เกี่ยวกับแผนยุทธศาสตร์ ภารกิจ โครงสร้าง หน้าที่และอำนาจของกรมส่งเสริมอุตสาหกรรม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1155914223405158/announcements,,มี,มีคลิปใกล้เคียง ต้องตรวจ,27,โครงสร้าง กรมการปกครอง.mp4,D:\ตัดแล้ว\ตัวอย่างเรียน\โครงสร้าง กรมการปกครอง.mp4,โครงสร้าง,,,
